RENTREE SCOLAIRE;NIVEAU GEOGRAPHIQUE;LIBELLE GEOGRAPHIQUE;NIVEAU D'ENSEIGNEMENT;CLASSE;SECTEUR D'ENSEIGNEMENT;CONTRAT DE L'ETABLISSEMENT;NOMBRE D'ELEVES
2017;ACADEMIE;TOULOUSE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;182
2017;ACADEMIE;TOULOUSE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;4453
2017;ACADEMIE;TOULOUSE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;30678
2017;ACADEMIE;TOULOUSE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;151
2017;ACADEMIE;TOULOUSE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;4411
2017;ACADEMIE;TOULOUSE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;30096
2017;ACADEMIE;TOULOUSE;ULIS;ULIS;PRIVE;SOUS CONTRAT;134
2017;ACADEMIE;TOULOUSE;ULIS;ULIS;PUBLIC;PUBLIC;1849
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;375
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;226
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;3232
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;896
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;4035
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;74770
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;844
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;4322
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;74363
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;861
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;4674
2017;ACADEMIE;VERSAILLES;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;75011
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;951
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;6408
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CP;PUBLIC;PUBLIC;73348
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;861
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;6559
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;73588
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;826
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;6827
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;71451
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;747
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;7157
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;70297
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;683
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;7510
2017;ACADEMIE;VERSAILLES;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;69027
2017;ACADEMIE;VERSAILLES;ULIS;ULIS;PRIVE;SOUS CONTRAT;166
2017;ACADEMIE;VERSAILLES;ULIS;ULIS;PUBLIC;PUBLIC;2971
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;15
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;93
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;409
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;37
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;682
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;7472
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;32
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;702
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;7724
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;26
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;758
2017;DEPARTEMENT;AIN;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;7891
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;36
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;877
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CP;PUBLIC;PUBLIC;7834
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;35
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;946
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;7960
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;34
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;931
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;7773
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;32
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;984
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;7848
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;27
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;1013
2017;DEPARTEMENT;AIN;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;7665
2017;DEPARTEMENT;AIN;ULIS;ULIS;PRIVE;SOUS CONTRAT;21
2017;DEPARTEMENT;AIN;ULIS;ULIS;PUBLIC;PUBLIC;504
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;108
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;1014
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;2
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;480
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;5740
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;8
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;501
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;6085
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;9
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;509
2017;DEPARTEMENT;AISNE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;6202
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;10
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;568
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;6361
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;14
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;622
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;6309
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;12
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;582
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;6313
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;20
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;633
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;6250
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;13
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;636
2017;DEPARTEMENT;AISNE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;6303
2017;DEPARTEMENT;AISNE;ULIS;ULIS;PUBLIC;PUBLIC;605
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;84
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;397
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;3
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;239
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;2867
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;8
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;284
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;2966
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;15
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;290
2017;DEPARTEMENT;ALLIER;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;3187
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;23
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;275
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CP;PUBLIC;PUBLIC;3008
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;17
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;326
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;3254
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;17
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;306
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;3250
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;16
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;375
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;3092
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;28
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;349
2017;DEPARTEMENT;ALLIER;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;3239
2017;DEPARTEMENT;ALLIER;ULIS;ULIS;PRIVE;SOUS CONTRAT;8
2017;DEPARTEMENT;ALLIER;ULIS;ULIS;PUBLIC;PUBLIC;310
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;11
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;180
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;67
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;1519
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;87
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;1633
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;83
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;1669
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;102
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;1679
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;104
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;1700
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;102
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;1695
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;117
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;1723
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;119
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;1759
2017;DEPARTEMENT;ALPES-DE-HTE-PROVENCE;ULIS;ULIS;PUBLIC;PUBLIC;116
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;108
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;100
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;432
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;238
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;1008
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;11125
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;211
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;1004
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;11382
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;240
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;1028
2017;DEPARTEMENT;ALPES-MARITIMES;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;11482
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;219
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;1164
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CP;PUBLIC;PUBLIC;11275
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;204
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;1245
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;11541
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;247
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;1206
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;11151
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;218
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;1266
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;11714
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;186
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;1293
2017;DEPARTEMENT;ALPES-MARITIMES;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;11068
2017;DEPARTEMENT;ALPES-MARITIMES;ULIS;ULIS;PRIVE;SOUS CONTRAT;33
2017;DEPARTEMENT;ALPES-MARITIMES;ULIS;ULIS;PUBLIC;PUBLIC;756
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;354
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;432
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;9
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;822
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;2506
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;7
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;851
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;2560
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;12
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;901
2017;DEPARTEMENT;ARDECHE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;2808
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;10
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;911
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;2811
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;7
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;938
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;2803
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;9
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;963
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;2753
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;14
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;993
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;2878
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;10
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;982
2017;DEPARTEMENT;ARDECHE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;2972
2017;DEPARTEMENT;ARDECHE;ULIS;ULIS;PRIVE;SOUS CONTRAT;16
2017;DEPARTEMENT;ARDECHE;ULIS;ULIS;PUBLIC;PUBLIC;201
2017;DEPARTEMENT;ARDENNES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;24
2017;DEPARTEMENT;ARDENNES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;573
2017;DEPARTEMENT;ARDENNES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;263
2017;DEPARTEMENT;ARDENNES;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;2673
2017;DEPARTEMENT;ARDENNES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;236
2017;DEPARTEMENT;ARDENNES;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;2809
2017;DEPARTEMENT;ARDENNES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;257
2017;DEPARTEMENT;ARDENNES;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;2994
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;269
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CP;PUBLIC;PUBLIC;2832
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;288
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;2958
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;283
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;2990
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;282
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;3089
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;299
2017;DEPARTEMENT;ARDENNES;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;3053
2017;DEPARTEMENT;ARDENNES;ULIS;ULIS;PUBLIC;PUBLIC;282
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;2
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;19
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;152
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;24
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;99
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;1274
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;25
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;106
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;1334
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;21
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;108
2017;DEPARTEMENT;ARIEGE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;1425
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;20
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;131
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;1397
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;19
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;133
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;1563
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;23
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;126
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;1483
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;23
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;150
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;1510
2017;DEPARTEMENT;ARIEGE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;13
