RENTREE SCOLAIRE;NIVEAU GEOGRAPHIQUE;LIBELLE GEOGRAPHIQUE;NIVEAU D'ENSEIGNEMENT;CLASSE;SECTEUR D'ENSEIGNEMENT;CONTRAT DE L'ETABLISSEMENT;NOMBRE D'ELEVES
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;1279
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;20748
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;75129
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;2889
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;92208
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;723659
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;2915
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;94011
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;728934
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;2880
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;96788
2013;FRANCE;FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;739423
2013;FRANCE;FRANCE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;3163
2013;FRANCE;FRANCE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;108267
2013;FRANCE;FRANCE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;733575
2013;FRANCE;FRANCE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;3078
2013;FRANCE;FRANCE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;112828
2013;FRANCE;FRANCE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;739840
2013;FRANCE;FRANCE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;2855
2013;FRANCE;FRANCE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;112701
2013;FRANCE;FRANCE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;706478
2013;FRANCE;FRANCE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;2741
2013;FRANCE;FRANCE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;114520
2013;FRANCE;FRANCE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;689170
2013;FRANCE;FRANCE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;2566
2013;FRANCE;FRANCE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;117823
2013;FRANCE;FRANCE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;682999
2013;FRANCE;FRANCE;ULIS;ULIS;PRIVE;HORS CONTRAT;58
2013;FRANCE;FRANCE;ULIS;ULIS;PRIVE;SOUS CONTRAT;3105
2013;FRANCE;FRANCE;ULIS;ULIS;PUBLIC;PUBLIC;44014
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;84
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;2526
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;8333
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;301
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;12017
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;86140
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;297
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;12084
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;85888
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;358
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;12501
2013;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;86620
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;383
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;13605
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CP;PUBLIC;PUBLIC;85785
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;415
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;14377
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;86047
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;389
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;14454
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;82741
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;355
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;14514
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;80398
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;309
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;15109
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;79536
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ULIS;ULIS;PRIVE;SOUS CONTRAT;366
2013;REGION;AUVERGNE-ET-RHONE-ALPES;ULIS;ULIS;PUBLIC;PUBLIC;5309
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;6
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;653
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;3658
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;26
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;2057
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;29904
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;22
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;2048
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;30171
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;30
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;2140
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;31062
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;43
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;2520
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;30975
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;39
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;2647
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;31259
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;40
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;2744
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;30250
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;52
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;2874
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;29911
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;38
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;2973
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;29451
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ULIS;ULIS;PRIVE;SOUS CONTRAT;69
2013;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ULIS;ULIS;PUBLIC;PUBLIC;2269
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;13
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;4859
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;7004
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;38
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;13956
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;23988
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;46
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;14175
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;24600
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;64
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;14906
2013;REGION;BRETAGNE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;25072
2013;REGION;BRETAGNE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;71
2013;REGION;BRETAGNE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;15095
2013;REGION;BRETAGNE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;25040
2013;REGION;BRETAGNE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;67
2013;REGION;BRETAGNE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;15916
2013;REGION;BRETAGNE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;25483
2013;REGION;BRETAGNE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;49
2013;REGION;BRETAGNE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;15368
2013;REGION;BRETAGNE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;24525
2013;REGION;BRETAGNE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;70
2013;REGION;BRETAGNE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;15703
2013;REGION;BRETAGNE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;24003
2013;REGION;BRETAGNE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;58
2013;REGION;BRETAGNE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;15860
2013;REGION;BRETAGNE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;24012
2013;REGION;BRETAGNE;ULIS;ULIS;PRIVE;SOUS CONTRAT;454
2013;REGION;BRETAGNE;ULIS;ULIS;PUBLIC;PUBLIC;1337
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;543
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;1623
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;10
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;2329
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;28535
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;17
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;2321
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;28493
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;24
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;2429
2013;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;29598
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;22
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;2706
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;29123
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;24
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;2834
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;29545
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;23
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;2915
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;28371
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;34
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;3065
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;27847
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;29
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;3101
2013;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;27772
2013;REGION;CENTRE-VAL-DE-LOIRE;ULIS;ULIS;PRIVE;SOUS CONTRAT;63
2013;REGION;CENTRE-VAL-DE-LOIRE;ULIS;ULIS;PUBLIC;PUBLIC;2005
2013;REGION;CORSE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;1
2013;REGION;CORSE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;32
2013;REGION;CORSE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;220
2013;REGION;CORSE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;30
2013;REGION;CORSE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;80
2013;REGION;CORSE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;2939
2013;REGION;CORSE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;34
2013;REGION;CORSE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;89
2013;REGION;CORSE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;3077
2013;REGION;CORSE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;36
2013;REGION;CORSE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;77
2013;REGION;CORSE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;3055
2013;REGION;CORSE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;42
2013;REGION;CORSE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;74
2013;REGION;CORSE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;3150
2013;REGION;CORSE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;46
2013;REGION;CORSE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;81
2013;REGION;CORSE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;3088
2013;REGION;CORSE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;48
2013;REGION;CORSE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;85
2013;REGION;CORSE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;3033
2013;REGION;CORSE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;50
2013;REGION;CORSE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;77
2013;REGION;CORSE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;2830
2013;REGION;CORSE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;54
2013;REGION;CORSE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;86
2013;REGION;CORSE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;2856
2013;REGION;CORSE;ULIS;ULIS;PUBLIC;PUBLIC;194
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;30
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;524
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;5884
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;148
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;3043
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;60619
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;191
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;3136
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;61121
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;169
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;3174
2013;REGION;GRAND-EST;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;62712
2013;REGION;GRAND-EST;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;185
2013;REGION;GRAND-EST;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;4064
2013;REGION;GRAND-EST;ELEMENTAIRE;CP;PUBLIC;PUBLIC;61960
2013;REGION;GRAND-EST;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;162
2013;REGION;GRAND-EST;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;4346
2013;REGION;GRAND-EST;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;62847
2013;REGION;GRAND-EST;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;135
2013;REGION;GRAND-EST;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;4529
2013;REGION;GRAND-EST;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;60428
2013;REGION;GRAND-EST;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;136
2013;REGION;GRAND-EST;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;4734
2013;REGION;GRAND-EST;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;58732
2013;REGION;GRAND-EST;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;139
2013;REGION;GRAND-EST;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;5066
2013;REGION;GRAND-EST;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;57985
2013;REGION;GRAND-EST;ULIS;ULIS;PRIVE;HORS CONTRAT;7
2013;REGION;GRAND-EST;ULIS;ULIS;PRIVE;SOUS CONTRAT;97
2013;REGION;GRAND-EST;ULIS;ULIS;PUBLIC;PUBLIC;4239
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;80
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;63
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;626
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;154
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;531
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;5213
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;150
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;531
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;5500
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;114
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;547
2013;REGION;GUADELOUPE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;5797
2013;REGION;GUADELOUPE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;122
2013;REGION;GUADELOUPE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;688
2013;REGION;GUADELOUPE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;6109
2013;REGION;GUADELOUPE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;129
2013;REGION;GUADELOUPE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;686
2013;REGION;GUADELOUPE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;6494
2013;REGION;GUADELOUPE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;140
2013;REGION;GUADELOUPE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;678
2013;REGION;GUADELOUPE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;6500
2013;REGION;GUADELOUPE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;114
2013;REGION;GUADELOUPE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;696
2013;REGION;GUADELOUPE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;6102
2013;REGION;GUADELOUPE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;120
2013;REGION;GUADELOUPE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;698
2013;REGION;GUADELOUPE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;6002
2013;REGION;GUADELOUPE;ULIS;ULIS;PRIVE;SOUS CONTRAT;18
2013;REGION;GUADELOUPE;ULIS;ULIS;PUBLIC;PUBLIC;518
2013;REGION;GUYANE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;20
2013;REGION;GUYANE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;150
2013;REGION;GUYANE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;274
2013;REGION;GUYANE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;4265
2013;REGION;GUYANE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;322
2013;REGION;GUYANE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;4852
2013;REGION;GUYANE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;284
2013;REGION;GUYANE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;5110
2013;REGION;GUYANE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;369
2013;REGION;GUYANE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;5501
2013;REGION;GUYANE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;380
2013;REGION;GUYANE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;5791
2013;REGION;GUYANE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;396
